250.0,0.0
251.0,0.0
252.0,0.0
253.0,0.0
254.0,0.0
255.0,0.0
256.0,0.0
257.0,0.0
258.0,0.0
259.0,0.0
260.0,0.0
261.0,0.0
262.0,0.0
263.0,0.0
264.0,0.0
265.0,0.0
266.0,0.0
267.0,0.0
268.0,0.0
269.0,0.0
270.0,0.0
271.0,0.0
272.0,0.0
273.0,0.0
274.0,0.0
275.0,0.0
276.0,0.0
277.0,0.0
278.0,0.0
279.0,0.0
280.0,0.0
281.0,0.0
282.0,0.0
283.0,0.0
284.0,0.0
285.0,0.0
286.0,0.0
287.0,0.0
288.0,0.0
289.0,0.0
290.0,0.0
291.0,0.0
292.0,0.0
293.0,0.0
294.0,0.0
295.0,0.0
296.0,0.0
297.0,0.0
298.0,0.0
299.0,0.0
300.0,0.0
301.0,0.0
302.0,0.0
303.0,0.0
304.0,0.0
305.0,0.0
306.0,0.0
307.0,0.0
308.0,0.0
309.0,0.0
310.0,0.0
311.0,0.0
312.0,0.0
313.0,0.0
314.0,0.0
315.0,0.0
316.0,0.0
317.0,0.0
318.0,0.0
319.0,0.0
320.0,0.0
321.0,0.0
322.0,0.0
323.0,0.0
324.0,0.0
325.0,0.0
326.0,0.0
327.0,0.0
328.0,0.0
329.0,0.0
330.0,0.0
331.0,0.0
332.0,0.0
333.0,0.0
334.0,0.0
335.0,0.0
336.0,0.0
337.0,0.0
338.0,0.0
339.0,0.0
340.0,0.0
341.0,0.0
342.0,0.0
343.0,0.0
344.0,0.0
345.0,0.0
346.0,0.0
347.0,0.0
348.0,0.0
349.0,0.0
350.0,0.0
351.0,0.0
352.0,0.0
353.0,0.0
354.0,0.0
355.0,0.0
356.0,0.0
357.0,0.0
358.0,0.0245
359.0,0.1892
360.0,0.4924
361.0,0.6512
362.0,0.6705
363.0,0.6707
364.0,0.6742
365.0,0.6784
366.0,0.6796
367.0,0.6754
368.0,0.6685
369.0,0.6647
370.0,0.6646
371.0,0.666
372.0,0.6677
373.0,0.6658
374.0,0.6633
375.0,0.6645
376.0,0.6675
377.0,0.6669
378.0,0.6642
379.0,0.6627
380.0,0.6621
381.0,0.6644
382.0,0.6657
383.0,0.6631
384.0,0.6588
385.0,0.6585
386.0,0.6622
387.0,0.6634
388.0,0.6611
389.0,0.6599
390.0,0.6596
391.0,0.6595
392.0,0.6601
393.0,0.6621
394.0,0.6632
395.0,0.6633
396.0,0.6644
397.0,0.6658
398.0,0.6662
399.0,0.6657
400.0,0.6654
401.0,0.6661
402.0,0.6658
403.0,0.6645
404.0,0.6651
405.0,0.6674
406.0,0.6699
407.0,0.6707
408.0,0.6704
409.0,0.6704
410.0,0.6708
411.0,0.6716
412.0,0.6726
413.0,0.6738
414.0,0.675
415.0,0.6759
416.0,0.6767
417.0,0.6774
418.0,0.6776
419.0,0.6776
420.0,0.6785
421.0,0.6788
422.0,0.6784
423.0,0.6786
424.0,0.6786
425.0,0.6785
426.0,0.6786
427.0,0.6778
428.0,0.6761
429.0,0.6758
430.0,0.6761
431.0,0.6764
432.0,0.677
433.0,0.6774
434.0,0.6778
435.0,0.678
436.0,0.678
437.0,0.6777
438.0,0.6775
439.0,0.6775
440.0,0.6771
441.0,0.6766
442.0,0.676
443.0,0.6754
444.0,0.675
445.0,0.6751
446.0,0.6761
447.0,0.6773
448.0,0.6775
449.0,0.6757
450.0,0.674
451.0,0.6739
452.0,0.6744
453.0,0.6741
454.0,0.6736
455.0,0.6739
456.0,0.6742
457.0,0.674
458.0,0.6737
459.0,0.674
460.0,0.6745
461.0,0.6741
462.0,0.6735
463.0,0.6734
464.0,0.6736
465.0,0.674
466.0,0.6736
467.0,0.6729
468.0,0.673
469.0,0.6733
470.0,0.673
471.0,0.6725
472.0,0.6726
473.0,0.6732
474.0,0.6737
475.0,0.6737
476.0,0.6736
477.0,0.6732
478.0,0.6727
479.0,0.6727
480.0,0.6731
481.0,0.6737
482.0,0.6743
483.0,0.675
484.0,0.6747
485.0,0.6741
486.0,0.6745
487.0,0.675
488.0,0.675
489.0,0.6751
490.0,0.6753
491.0,0.6751
492.0,0.6754
493.0,0.6765
494.0,0.6769
495.0,0.6765
496.0,0.676
497.0,0.6759
498.0,0.6764
499.0,0.6768
500.0,0.6769
501.0,0.6772
502.0,0.6779
503.0,0.6781
504.0,0.6782
505.0,0.678
506.0,0.678
507.0,0.6787
508.0,0.6791
509.0,0.6787
510.0,0.6785
511.0,0.6788
512.0,0.6792
513.0,0.6797
514.0,0.6802
515.0,0.6807
516.0,0.681
517.0,0.681
518.0,0.6808
519.0,0.6808
520.0,0.6814
521.0,0.6821
522.0,0.6824
523.0,0.6821
524.0,0.6815
525.0,0.681
526.0,0.6808
527.0,0.6816
528.0,0.6826
529.0,0.6832
530.0,0.6836
531.0,0.6839
532.0,0.6838
533.0,0.6835
534.0,0.6832
535.0,0.683
536.0,0.6834
537.0,0.6837
538.0,0.6838
539.0,0.6838
540.0,0.6839
541.0,0.6841
542.0,0.6843
543.0,0.6844
544.0,0.6844
545.0,0.6845
546.0,0.6851
547.0,0.6856
548.0,0.6857
549.0,0.6857
550.0,0.6858
551.0,0.6856
552.0,0.6858
553.0,0.6865
554.0,0.6867
555.0,0.6869
556.0,0.6872
557.0,0.6871
558.0,0.6872
559.0,0.6874
560.0,0.6876
561.0,0.6871
562.0,0.6862
563.0,0.6857
564.0,0.6857
565.0,0.6856
566.0,0.686
567.0,0.6868
568.0,0.6873
569.0,0.6874
570.0,0.6876
571.0,0.6878
572.0,0.6881
573.0,0.6886
574.0,0.6892
575.0,0.6895
576.0,0.6892
577.0,0.6883
578.0,0.6877
579.0,0.688
580.0,0.6884
581.0,0.6888
582.0,0.6891
583.0,0.6888
584.0,0.6889
585.0,0.689
586.0,0.6888
587.0,0.6888
588.0,0.6888
589.0,0.6888
590.0,0.6887
591.0,0.6886
592.0,0.6888
593.0,0.689
594.0,0.6887
595.0,0.6882
596.0,0.6884
597.0,0.689
598.0,0.6892
599.0,0.6892
600.0,0.6893
601.0,0.6893
602.0,0.6894
603.0,0.6896
604.0,0.6898
605.0,0.6899
606.0,0.6897
607.0,0.6894
608.0,0.6893
609.0,0.6897
610.0,0.6904
611.0,0.6907
612.0,0.6903
613.0,0.6897
614.0,0.6896
615.0,0.6906
616.0,0.6913
617.0,0.6914
618.0,0.6914
619.0,0.6914
620.0,0.6912
621.0,0.691
622.0,0.6911
623.0,0.6914
624.0,0.6915
625.0,0.6911
626.0,0.6909
627.0,0.6915
628.0,0.6921
629.0,0.6926
630.0,0.6926
631.0,0.6917
632.0,0.6911
633.0,0.6917
634.0,0.6924
635.0,0.6919
636.0,0.691
637.0,0.691
638.0,0.6911
639.0,0.691
640.0,0.6911
641.0,0.6914
642.0,0.6916
643.0,0.6916
644.0,0.6916
645.0,0.6914
646.0,0.6907
647.0,0.6904
648.0,0.6907
649.0,0.6907
650.0,0.6906
651.0,0.6905
652.0,0.6902
653.0,0.6902
654.0,0.6902
655.0,0.6898
656.0,0.6893
657.0,0.689
658.0,0.6885
659.0,0.6884
660.0,0.6895
661.0,0.6902
662.0,0.6904
663.0,0.6904
664.0,0.6899
665.0,0.6891
666.0,0.6887
667.0,0.6881
668.0,0.6876
669.0,0.6872
670.0,0.6866
671.0,0.6858
672.0,0.6853
673.0,0.6846
674.0,0.6847
675.0,0.6855
676.0,0.6854
677.0,0.6841
678.0,0.683
679.0,0.6829
680.0,0.6832
681.0,0.6837
682.0,0.6837
683.0,0.6835
684.0,0.6829
685.0,0.6818
686.0,0.6814
687.0,0.6823
688.0,0.6829
689.0,0.6828
690.0,0.6824
691.0,0.6816
692.0,0.6809
693.0,0.6812
694.0,0.6827
695.0,0.6837
696.0,0.6831
697.0,0.6819
698.0,0.6814
699.0,0.6814
700.0,0.6807
701.0,0.6805
702.0,0.6807
703.0,0.6807
704.0,0.6807
705.0,0.6806
706.0,0.6808
707.0,0.6811
708.0,0.6807
709.0,0.6802
710.0,0.6803
711.0,0.6804
